회사명,거래소코드,회계년도,감사의견코드(IFRS)
(주)슈피겐코리아,192440,2019/12,UQ
(주)스마트솔루션즈,136510,2011/12,UQ
(주)스마트솔루션즈,136510,2012/12,UQ
(주)스마트솔루션즈,136510,2013/12,UQ
(주)스마트솔루션즈,136510,2014/12,UQ
(주)스마트솔루션즈,136510,2015/12,UQ
(주)스마트솔루션즈,136510,2016/12,UQ
(주)스마트솔루션즈,136510,2017/12,UQ
(주)스마트솔루션즈,136510,2018/12,UQ
(주)스마트솔루션즈,136510,2019/12,UQ
(주)스맥,099440,2011/12,UQ
(주)스맥,099440,2012/12,UQ
(주)스맥,099440,2013/12,UQ
(주)스맥,099440,2014/12,UQ
(주)스맥,099440,2015/12,UQ
(주)스맥,099440,2016/12,UQ
(주)스맥,099440,2017/12,UQ
(주)스맥,099440,2018/12,UQ
(주)스맥,099440,2019/12,UQ
(주)스카이문스테크놀로지,033790,2011/12,UQ
(주)스카이문스테크놀로지,033790,2012/12,UQ
(주)스카이문스테크놀로지,033790,2013/12,UQ
(주)스카이문스테크놀로지,033790,2014/12,UQ
(주)스카이문스테크놀로지,033790,2015/12,UQ
(주)스카이문스테크놀로지,033790,2016/12,UQ
(주)스카이문스테크놀로지,033790,2017/12,UQ
(주)스카이문스테크놀로지,033790,2018/12,UQ
(주)스카이문스테크놀로지,033790,2019/12,UQ
(주)스킨앤스킨,159910,2011/12,UQ
(주)스킨앤스킨,159910,2012/12,UQ
(주)스킨앤스킨,159910,2013/12,UQ
(주)스킨앤스킨,159910,2014/12,UQ
(주)스킨앤스킨,159910,2015/12,UQ
(주)스킨앤스킨,159910,2016/12,UQ
(주)스킨앤스킨,159910,2017/12,UQ
(주)스킨앤스킨,159910,2018/12,UQ
(주)스킨앤스킨,159910,2019/12,UQ
(주)스타플렉스,115570,2011/12,UQ
(주)스타플렉스,115570,2012/12,UQ
(주)스타플렉스,115570,2013/12,UQ
(주)스타플렉스,115570,2014/12,UQ
(주)스타플렉스,115570,2015/12,UQ
(주)스타플렉스,115570,2016/12,UQ
(주)스타플렉스,115570,2017/12,UQ
(주)스타플렉스,115570,2018/12,UQ
(주)스타플렉스,115570,2019/12,UQ
(주)스튜디오미르,408900,2015/12,
(주)스튜디오미르,408900,2016/12,
(주)스튜디오미르,408900,2017/12,
(주)스튜디오미르,408900,2018/12,
(주)스튜디오미르,408900,2019/12,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2014/12,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2015/12,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2016/12,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2017/12,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2018/12,UQ
(주)스튜디오산타클로스엔터테인먼트,204630,2019/12,UQ
(주)스틸플라워,087220,2011/12,UQ
(주)스틸플라워,087220,2012/12,UQ
(주)스틸플라워,087220,2013/12,UQ
(주)스틸플라워,087220,2014/12,UQ
(주)스틸플라워,087220,2015/12,UQ
(주)스틸플라워,087220,2016/12,UQ
(주)스틸플라워,087220,2017/12,DU
(주)스페코,013810,2011/12,UQ
(주)스페코,013810,2012/12,UQ
(주)스페코,013810,2013/12,UQ
(주)스페코,013810,2014/12,UQ
(주)스페코,013810,2015/12,UQ
(주)스페코,013810,2016/12,UQ
(주)스페코,013810,2017/12,UQ
(주)스페코,013810,2018/12,UQ
(주)스페코,013810,2019/12,UQ
(주)승화프리텍,111610,2011/12,UQ
(주)승화프리텍,111610,2012/12,UQ
(주)승화프리텍,111610,2013/12,UQ
(주)승화프리텍,111610,2014/12,UQ
(주)시공테크,020710,2011/12,UQ
(주)시공테크,020710,2012/12,UQ
(주)시공테크,020710,2013/12,UQ
(주)시공테크,020710,2014/12,UQ
(주)시공테크,020710,2015/12,UQ
(주)시공테크,020710,2016/12,UQ
(주)시공테크,020710,2017/12,UQ
(주)시공테크,020710,2018/12,UQ
(주)시공테크,020710,2019/12,UQ
(주)시너지이노베이션,048870,2011/12,UQ
(주)시너지이노베이션,048870,2012/12,UQ
(주)시너지이노베이션,048870,2013/12,UQ
(주)시너지이노베이션,048870,2014/12,UQ
(주)시너지이노베이션,048870,2015/12,UQ
(주)시너지이노베이션,048870,2016/12,UQ
(주)시너지이노베이션,048870,2017/12,UQ
(주)시너지이노베이션,048870,2018/12,UQ
(주)시너지이노베이션,048870,2019/12,UQ
(주)시노펙스,025320,2011/12,UQ
(주)시노펙스,025320,2012/12,UQ
(주)시노펙스,025320,2013/12,UQ
(주)시노펙스,025320,2014/12,UQ
(주)시노펙스,025320,2015/12,UQ
(주)시노펙스,025320,2016/12,UQ
(주)시노펙스,025320,2017/12,UQ
(주)시노펙스,025320,2018/12,UQ
(주)시노펙스,025320,2019/12,UQ
(주)시노펙스그린테크,037320,2011/12,UQ
(주)시디즈,134790,2011/12,UQ
(주)시디즈,134790,2012/12,UQ
(주)시디즈,134790,2013/12,UQ
(주)시디즈,134790,2014/12,UQ
(주)시디즈,134790,2015/12,UQ
(주)시디즈,134790,2016/12,UQ
(주)시디즈,134790,2017/12,UQ
(주)시디즈,134790,2018/12,UQ
(주)시디즈,134790,2019/12,UQ
(주)시스웍,269620,2016/12,UQ
(주)시스웍,269620,2017/12,UQ
(주)시스웍,269620,2018/12,UQ
(주)시스웍,269620,2019/12,UQ
(주)시큐브,131090,2011/12,UQ
(주)시큐브,131090,2012/12,UQ
(주)시큐브,131090,2013/12,UQ
(주)시큐브,131090,2014/12,UQ
(주)시큐브,131090,2015/12,UQ
(주)시큐브,131090,2016/12,UQ
(주)시큐브,131090,2017/12,UQ
(주)시큐브,131090,2018/12,UQ
(주)시큐브,131090,2019/12,UQ
(주)시티랩스,139050,2011/12,UQ
(주)시티랩스,139050,2012/12,UQ
(주)시티랩스,139050,2013/12,UQ
(주)시티랩스,139050,2014/12,UQ
(주)시티랩스,139050,2015/12,UQ
(주)시티랩스,139050,2016/12,UQ
(주)시티랩스,139050,2017/12,UQ
(주)시티랩스,139050,2018/12,UQ
(주)시티랩스,139050,2019/12,UQ
(주)신도기연,290520,2012/12,
(주)신도기연,290520,2013/12,
(주)신도기연,290520,2018/12,UQ
(주)신도기연,290520,2019/12,UQ
(주)신도리코,029530,2011/12,UQ
(주)신도리코,029530,2012/12,UQ
(주)신도리코,029530,2013/12,UQ
(주)신도리코,029530,2014/12,UQ
(주)신도리코,029530,2015/12,UQ
(주)신도리코,029530,2016/12,UQ
(주)신도리코,029530,2017/12,UQ
(주)신도리코,029530,2018/12,UQ
(주)신도리코,029530,2019/12,UQ
(주)신성에프에이,104120,2011/12,UQ
(주)신성에프에이,104120,2012/12,UQ
(주)신성에프에이,104120,2013/12,UQ
(주)신성에프에이,104120,2014/12,UQ
(주)신성에프에이,104120,2015/12,UQ
(주)신성이엔지,104110,2011/12,UQ
(주)신성이엔지,011930,2011/12,UQ
(주)신성이엔지,011930,2012/12,UQ
(주)신성이엔지,104110,2012/12,UQ
(주)신성이엔지,011930,2013/12,UQ
(주)신성이엔지,104110,2013/12,UQ
(주)신성이엔지,011930,2014/12,UQ
(주)신성이엔지,104110,2014/12,UQ
(주)신성이엔지,104110,2015/12,UQ
(주)신성이엔지,011930,2015/12,UQ
(주)신성이엔지,011930,2016/12,UQ
(주)신성이엔지,011930,2017/12,UQ
(주)신성이엔지,011930,2018/12,UQ
(주)신성이엔지,011930,2019/12,UQ
(주)신세계,004170,2011/12,UQ
(주)신세계,004170,2012/12,UQ
(주)신세계,004170,2013/12,UQ
(주)신세계,004170,2014/12,UQ
(주)신세계,004170,2015/12,UQ
(주)신세계,004170,2016/12,UQ
(주)신세계,004170,2017/12,UQ
(주)신세계,004170,2018/12,UQ
(주)신세계,004170,2019/12,UQ
(주)신세계인터내셔날,031430,2011/12,UQ
(주)신세계인터내셔날,031430,2012/12,UQ
(주)신세계인터내셔날,031430,2013/12,UQ
(주)신세계인터내셔날,031430,2014/12,UQ
(주)신세계인터내셔날,031430,2015/12,UQ
(주)신세계인터내셔날,031430,2016/12,UQ
(주)신세계인터내셔날,031430,2017/12,UQ
(주)신세계인터내셔날,031430,2018/12,UQ
(주)신세계인터내셔날,031430,2019/12,UQ
(주)신세계푸드,031440,2011/12,UQ
(주)신세계푸드,031440,2012/12,UQ
(주)신세계푸드,031440,2013/12,UQ
(주)신세계푸드,031440,2014/12,UQ
(주)신세계푸드,031440,2015/12,UQ
(주)신세계푸드,031440,2016/12,UQ
(주)신세계푸드,031440,2017/12,UQ
(주)신세계푸드,031440,2018/12,UQ
(주)신세계푸드,031440,2019/12,UQ
(주)신스틸,162300,2012/12,
(주)신스틸,162300,2013/12,
(주)신스틸,162300,2014/12,
(주)신스틸,162300,2015/12,
(주)신스틸,162300,2016/12,
(주)신스틸,162300,2017/12,
(주)신스틸,162300,2018/12,UQ
(주)신스틸,162300,2019/12,UQ
(주)신양오라컴디스플레이,086830,2011/12,UQ
(주)신양오라컴디스플레이,086830,2012/12,UQ
(주)신양오라컴디스플레이,086830,2013/12,UQ
(주)신양오라컴디스플레이,086830,2014/12,UQ
(주)신양오라컴디스플레이,086830,2015/12,UQ
(주)신양오라컴디스플레이,086830,2016/12,DU
(주)신영와코루,005800,2011/09,
(주)신영와코루,005800,2012/09,UQ
(주)신영와코루,005800,2013/09,UQ
(주)신영와코루,005800,2014/09,UQ
(주)신영와코루,005800,2015/12,UQ
(주)신영와코루,005800,2016/12,UQ
(주)신영와코루,005800,2017/12,UQ
(주)신영와코루,005800,2018/12,UQ
(주)신영와코루,005800,2019/12,UQ
(주)신원,009270,2011/12,UQ
(주)신원,009270,2012/12,UQ
(주)신원,009270,2013/12,UQ
(주)신원,009270,2014/12,UQ
(주)신원,009270,2015/12,UQ
(주)신원,009270,2016/12,UQ
(주)신원,009270,2017/12,UQ
(주)신원,009270,2018/12,UQ
(주)신원,009270,2019/12,UQ
(주)신일건업,014350,2011/12,UQ
(주)신일건업,014350,2012/12,UQ
(주)신일건업,014350,2013/12,UQ
(주)신일건업,014350,2014/12,DU
(주)신진에스엠,138070,2011/12,UQ
(주)신진에스엠,138070,2012/12,UQ
(주)신진에스엠,138070,2013/12,UQ
(주)신진에스엠,138070,2014/12,UQ
(주)신진에스엠,138070,2015/12,UQ
(주)신진에스엠,138070,2016/12,UQ
(주)신진에스엠,138070,2017/12,UQ
(주)신진에스엠,138070,2018/12,UQ
(주)신진에스엠,138070,2019/12,UQ
(주)신화콘텍,187270,2011/12,
(주)신화콘텍,187270,2012/12,
(주)신화콘텍,187270,2013/12,UQ
(주)신화콘텍,187270,2014/12,UQ
(주)신화콘텍,187270,2015/12,UQ
(주)신화콘텍,187270,2016/12,UQ
(주)신화콘텍,187270,2017/12,UQ
(주)신화콘텍,187270,2018/12,UQ
(주)신화콘텍,187270,2019/12,UQ
(주)신흥,004080,2011/12,UQ
(주)신흥,004080,2012/12,UQ
(주)신흥,004080,2013/12,UQ
(주)신흥,004080,2014/12,UQ
(주)신흥,004080,2015/12,UQ
(주)신흥,004080,2016/12,UQ
(주)신흥,004080,2017/12,UQ
(주)신흥,004080,2018/12,UQ
(주)신흥,004080,2019/12,UQ
(주)심텍,222800,2015/12,UQ
(주)심텍,222800,2016/12,UQ
(주)심텍,222800,2017/12,UQ
(주)심텍,222800,2018/12,UQ
(주)심텍,222800,2019/12,UQ
(주)심텍홀딩스,036710,2011/12,UQ
(주)심텍홀딩스,036710,2012/12,UQ
(주)심텍홀딩스,036710,2013/12,UQ
(주)심텍홀딩스,036710,2014/12,UQ
(주)심텍홀딩스,036710,2015/12,UQ
(주)심텍홀딩스,036710,2016/12,UQ
(주)심텍홀딩스,036710,2017/12,UQ
(주)심텍홀딩스,036710,2018/12,UQ
(주)심텍홀딩스,036710,2019/12,UQ
(주)심팩메탈,090730,2011/12,UQ
(주)심팩메탈,090730,2012/12,UQ
(주)심팩메탈,090730,2013/12,UQ
(주)심팩메탈,090730,2014/12,UQ
(주)심팩메탈,090730,2015/12,UQ
(주)심팩메탈,090730,2016/12,UQ
(주)심팩메탈,090730,2017/12,UQ
(주)싸이맥스,160980,2011/12,
(주)싸이맥스,160980,2012/12,UQ
(주)싸이맥스,160980,2013/12,UQ
(주)싸이맥스,160980,2014/12,UQ
(주)싸이맥스,160980,2015/12,UQ
(주)싸이맥스,160980,2016/12,UQ
(주)싸이맥스,160980,2017/12,UQ
(주)싸이맥스,160980,2018/12,UQ
(주)싸이맥스,160980,2019/12,UQ
(주)쌍방울,102280,2011/12,UQ
(주)쌍방울,102280,2012/12,UQ
(주)쌍방울,102280,2013/12,UQ
(주)쌍방울,102280,2014/12,UQ
(주)쌍방울,102280,2015/12,UQ
(주)쌍방울,102280,2016/12,UQ
(주)쌍방울,102280,2017/12,UQ
(주)쌍방울,102280,2018/12,UQ
(주)쌍방울,102280,2019/12,UQ
(주)썬코어,051170,2011/12,UQ
(주)썬코어,051170,2012/12,UQ
(주)썬코어,051170,2013/12,UQ
(주)썬코어,051170,2014/12,UQ
(주)썬코어,051170,2015/12,UQ
(주)썬코어,051170,2016/12,DU
(주)썸에이지,208640,2014/12,UQ
(주)썸에이지,208640,2015/12,UQ
(주)썸에이지,208640,2016/12,UQ
(주)썸에이지,208640,2017/12,UQ
(주)썸에이지,208640,2018/12,UQ
(주)썸에이지,208640,2019/12,UQ
(주)쎄니트,037760,2011/12,UQ
(주)쎄니트,037760,2012/12,UQ
(주)쎄니트,037760,2013/12,UQ
(주)쎄니트,037760,2014/12,UQ
(주)쎄니트,037760,2015/12,UQ
(주)쎄니트,037760,2016/12,UQ
(주)쎄니트,037760,2017/12,UQ
(주)쎄니트,037760,2018/12,UQ
(주)쎄니트,037760,2019/12,UQ
(주)쎄트렉아이,099320,2011/12,UQ
(주)쎄트렉아이,099320,2012/12,UQ
(주)쎄트렉아이,099320,2013/12,UQ
(주)쎄트렉아이,099320,2014/12,UQ
(주)쎄트렉아이,099320,2015/12,UQ
(주)쎄트렉아이,099320,2016/12,UQ
(주)쎄트렉아이,099320,2017/12,UQ
(주)쎄트렉아이,099320,2018/12,UQ
(주)쎄트렉아이,099320,2019/12,UQ
(주)쎌마테라퓨틱스,015540,2011/12,UQ
(주)쎌마테라퓨틱스,015540,2012/12,UQ
(주)쎌마테라퓨틱스,015540,2013/12,UQ
(주)쎌마테라퓨틱스,015540,2014/12,UQ
(주)쎌마테라퓨틱스,015540,2015/12,UQ
(주)쎌마테라퓨틱스,015540,2016/12,UQ
(주)쎌마테라퓨틱스,015540,2017/12,UQ
(주)쎌마테라퓨틱스,015540,2018/12,UQ
(주)쎌마테라퓨틱스,015540,2019/12,UQ
(주)쎌바이오텍,049960,2011/12,UQ
(주)쎌바이오텍,049960,2012/12,UQ
(주)쎌바이오텍,049960,2013/12,UQ
(주)쎌바이오텍,049960,2014/12,UQ
(주)쎌바이오텍,049960,2015/12,UQ
(주)쎌바이오텍,049960,2016/12,UQ
(주)쎌바이오텍,049960,2017/12,UQ
(주)쎌바이오텍,049960,2018/12,UQ
(주)쎌바이오텍,049960,2019/12,UQ
(주)쏠리드,050890,2011/12,UQ
(주)쏠리드,050890,2012/12,UQ
(주)쏠리드,050890,2013/12,UQ
(주)쏠리드,050890,2014/12,UQ
(주)쏠리드,050890,2015/12,UQ
(주)쏠리드,050890,2016/12,UQ
(주)쏠리드,050890,2017/12,UQ
(주)쏠리드,050890,2018/12,UQ
(주)쏠리드,050890,2019/12,UQ
(주)씨그널엔터테인먼트그룹,099830,2011/12,UQ
(주)씨그널엔터테인먼트그룹,099830,2012/12,UQ
(주)씨그널엔터테인먼트그룹,099830,2013/12,UQ
(주)씨그널엔터테인먼트그룹,099830,2014/12,UQ
(주)씨그널엔터테인먼트그룹,099830,2015/12,UQ
(주)씨그널엔터테인먼트그룹,099830,2016/12,UQ
(주)씨그널엔터테인먼트그룹,099830,2017/12,DS
(주)씨씨에스충북방송,066790,2011/12,UQ
(주)씨씨에스충북방송,066790,2012/12,UQ
(주)씨씨에스충북방송,066790,2013/12,UQ
(주)씨씨에스충북방송,066790,2014/12,UQ
(주)씨씨에스충북방송,066790,2015/12,UQ
(주)씨씨에스충북방송,066790,2016/12,UQ
(주)씨씨에스충북방송,066790,2017/12,UQ
(주)씨씨에스충북방송,066790,2018/12,UQ
(주)씨씨에스충북방송,066790,2019/12,UQ
(주)씨아이테크,004920,2011/12,UQ
(주)씨아이테크,004920,2012/12,UQ
(주)씨아이테크,004920,2013/12,UQ
(주)씨아이테크,004920,2014/12,UQ
(주)씨아이테크,004920,2015/12,UQ
(주)씨아이테크,004920,2016/12,UQ
(주)씨아이테크,004920,2017/12,UQ
(주)씨아이테크,004920,2018/12,UQ
(주)씨아이테크,004920,2019/12,UQ
(주)씨앤씨인터내셔널,352480,2016/12,
(주)씨앤씨인터내셔널,352480,2017/12,
(주)씨앤씨인터내셔널,352480,2018/12,
(주)씨앤씨인터내셔널,352480,2019/12,UQ
(주)씨앤에스자산관리,032040,2011/12,UQ
(주)씨앤에스자산관리,032040,2012/12,UQ
(주)씨앤에스자산관리,032040,2013/12,UQ
(주)씨앤에스자산관리,032040,2014/12,UQ
(주)씨앤에스자산관리,032040,2015/12,UQ
(주)씨앤에스자산관리,032040,2016/12,UQ
(주)씨앤에스자산관리,032040,2017/12,DU
(주)씨앤케이인터내셔널,039530,2011/12,UQ
(주)씨앤케이인터내셔널,039530,2012/12,UQ
(주)씨앤케이인터내셔널,039530,2013/12,UQ
(주)씨앤케이인터내셔널,039530,2014/12,UQ
(주)씨앤투스,352700,2011/12,
(주)씨앤투스,352700,2012/12,
(주)씨앤투스,352700,2013/12,
(주)씨앤투스,352700,2014/12,
(주)씨앤투스,352700,2015/12,UQ
(주)씨앤투스,352700,2016/12,UQ
(주)씨앤투스,352700,2017/12,UQ
(주)씨앤투스,352700,2018/12,UQ
(주)씨앤투스,352700,2019/12,UQ
(주)씨에스,065770,2011/12,UQ
(주)씨에스,065770,2012/12,UQ
(주)씨에스,065770,2013/12,UQ
(주)씨에스,065770,2014/12,UQ
(주)씨에스,065770,2015/12,UQ
(주)씨에스,065770,2016/12,UQ
(주)씨에스,065770,2017/12,UQ
(주)씨에스,065770,2018/12,UQ
(주)씨에스,065770,2019/12,UQ
(주)씨에스에이코스믹,083660,2011/12,UQ
(주)씨에스에이코스믹,083660,2012/12,UQ
(주)씨에스에이코스믹,083660,2013/12,UQ
(주)씨에스에이코스믹,083660,2014/12,UQ
(주)씨에스에이코스믹,083660,2015/12,UQ
(주)씨에스에이코스믹,083660,2016/12,UQ
(주)씨에스에이코스믹,083660,2017/12,UQ
(주)씨에스에이코스믹,083660,2018/12,UQ
(주)씨에스에이코스믹,083660,2019/12,UQ
(주)씨엔플러스,115530,2011/12,UQ
(주)씨엔플러스,115530,2012/12,UQ
(주)씨엔플러스,115530,2013/12,UQ
(주)씨엔플러스,115530,2014/12,UQ
(주)씨엔플러스,115530,2015/12,UQ
(주)씨엔플러스,115530,2016/12,UQ
(주)씨엔플러스,115530,2017/12,UQ
(주)씨엔플러스,115530,2018/12,UQ
(주)씨엔플러스,115530,2019/12,UQ
(주)씨엘인터내셔널,037340,2011/12,UQ
(주)씨엘인터내셔널,037340,2012/12,UQ
(주)씨엘인터내셔널,037340,2013/12,UQ
(주)씨엘인터내셔널,037340,2014/12,UQ
(주)씨엘인터내셔널,037340,2015/12,UQ
(주)씨유메디칼시스템,115480,2011/12,UQ
(주)씨유메디칼시스템,115480,2012/12,UQ
(주)씨유메디칼시스템,115480,2013/12,UQ
(주)씨유메디칼시스템,115480,2014/12,UQ
(주)씨유메디칼시스템,115480,2015/12,UQ
(주)씨유메디칼시스템,115480,2016/12,UQ
(주)씨유메디칼시스템,115480,2017/12,UQ
(주)씨유메디칼시스템,115480,2018/12,UQ
(주)씨유메디칼시스템,115480,2019/12,UQ
(주)씨유전자,056340,2011/12,UQ
(주)씨유전자,056340,2012/12,UQ
(주)씨유전자,056340,2013/12,UQ
(주)씨제이이엔엠,035760,2011/12,UQ
(주)씨제이이엔엠,035760,2012/12,UQ
(주)씨제이이엔엠,035760,2013/12,UQ
(주)씨제이이엔엠,035760,2014/12,UQ
(주)씨제이이엔엠,035760,2015/12,UQ
(주)씨제이이엔엠,035760,2016/12,UQ
(주)씨제이이엔엠,035760,2017/12,UQ
(주)씨제이이엔엠,035760,2018/12,UQ
(주)씨제이이엔엠,035760,2019/12,UQ
(주)씨젠,096530,2011/12,UQ
(주)씨젠,096530,2012/12,UQ
(주)씨젠,096530,2013/12,UQ
(주)씨젠,096530,2014/12,UQ
(주)씨젠,096530,2015/12,UQ
(주)씨젠,096530,2016/12,UQ
(주)씨젠,096530,2017/12,UQ
(주)씨젠,096530,2018/12,UQ
(주)씨젠,096530,2019/12,UQ
(주)씨티씨바이오,060590,2011/12,UQ
(주)씨티씨바이오,060590,2012/12,UQ
(주)씨티씨바이오,060590,2013/12,UQ
(주)씨티씨바이오,060590,2014/12,UQ
(주)씨티씨바이오,060590,2015/12,UQ
(주)씨티씨바이오,060590,2016/12,UQ
(주)씨티씨바이오,060590,2017/12,UQ
(주)씨티씨바이오,060590,2018/12,UQ
(주)씨티씨바이오,060590,2019/12,UQ
(주)씨티케이,260930,2016/12,UQ
(주)씨티케이,260930,2017/12,UQ
(주)씨티케이,260930,2018/12,UQ
(주)씨티케이,260930,2019/12,UQ
(주)아가방앤컴퍼니,013990,2011/12,UQ
(주)아가방앤컴퍼니,013990,2012/12,UQ
(주)아가방앤컴퍼니,013990,2013/12,UQ
(주)아가방앤컴퍼니,013990,2014/12,UQ
(주)아가방앤컴퍼니,013990,2015/12,UQ
(주)아가방앤컴퍼니,013990,2016/12,UQ
(주)아가방앤컴퍼니,013990,2017/12,UQ
(주)아가방앤컴퍼니,013990,2018/12,UQ
(주)아가방앤컴퍼니,013990,2019/12,UQ
(주)아난티,025980,2011/12,UQ
(주)아난티,025980,2012/12,UQ
(주)아난티,025980,2013/12,UQ
(주)아난티,025980,2014/12,UQ
(주)아난티,025980,2015/12,UQ
(주)아난티,025980,2016/12,UQ
(주)아난티,025980,2017/12,UQ
(주)아난티,025980,2018/12,UQ
(주)아난티,025980,2019/12,UQ
(주)아라온테크,041060,2011/12,UQ
(주)아라온테크,041060,2012/12,UQ
(주)아라온테크,041060,2013/12,DU
(주)아리온테크놀로지,058220,2011/12,UQ
(주)아리온테크놀로지,058220,2012/12,UQ
(주)아리온테크놀로지,058220,2013/12,UQ
(주)아리온테크놀로지,058220,2014/12,UQ
(주)아리온테크놀로지,058220,2015/12,UQ
(주)아리온테크놀로지,058220,2016/12,UQ
(주)아리온테크놀로지,058220,2017/12,UQ
(주)아리온테크놀로지,058220,2018/12,UQ
(주)아리온테크놀로지,058220,2019/12,DU
(주)아모레퍼시픽,090430,2011/12,UQ
